orderdate,ordernumber,productName,productLine,country,city,sales_value,cost_of_sales,net_profit
2004-04-02,10235,"America West Airlines B757-200",Planes,Canada,Tsawassen,3524.12,2614.40,909.72
2004-04-02,10235,"ATA: B757-300",Planes,Canada,Tsawassen,2907.00,1483.25,1423.75
2004-04-02,10235,"F/A 18 Hornet 1/72",Planes,Canada,Tsawassen,2355.20,1740.80,614.40
2004-04-02,10235,"American Airlines: MD-11S",Planes,Canada,Tsawassen,2391.22,1233.18,1158.04
2004-04-03,10236,"1996 Moto Guzzi 1100i",Motorcycles,USA,Philadelphia,2328.92,1517.78,811.14
2004-04-03,10236,"1936 Harley Davidson El Knucklehead",Motorcycles,USA,Philadelphia,1212.10,557.29,654.81
2004-04-03,10236,"1960 BSA Gold Star DBD34",Motorcycles,USA,Philadelphia,2358.36,1343.52,1014.84
2004-04-05,10237,"1969 Harley Davidson Ultimate Chopper",Motorcycles,USA,NYC,2113.01,1122.63,990.38
2004-04-05,10237,"2003 Harley-Davidson Eagle Drag Bike",Motorcycles,USA,NYC,6193.20,3549.78,2643.42
2004-04-05,10237,"2002 Suzuki XREO",Motorcycles,USA,NYC,4144.96,2120.64,2024.32
2004-04-05,10237,"1957 Vespa GS150",Motorcycles,USA,NYC,1293.24,856.70,436.54
2004-04-05,10237,"1997 BMW R 1100 S",Motorcycles,USA,NYC,2186.40,1217.20,969.20
2004-04-05,10237,"1982 Ducati 900 Monster",Motorcycles,USA,NYC,1620.58,1224.60,395.98
2004-04-05,10237,"1982 Ducati 996 R",Motorcycles,USA,NYC,910.00,627.64,282.36
2004-04-05,10237,"1974 Ducati 350 Mk3 Desmo",Motorcycles,USA,NYC,2562.57,1515.51,1047.06
2004-04-05,10237,"2002 Yamaha YZR M1",Motorcycles,USA,NYC,1578.40,683.40,895.00
2004-04-09,10238,"1968 Ford Mustang","Classic Cars",Denmark,Kobenhavn,4521.72,2669.52,1852.20
2004-04-09,10238,"1968 Dodge Charger","Classic Cars",Denmark,Kobenhavn,3031.08,2179.64,851.44
2004-04-09,10238,"1970 Plymouth Hemi Cuda","Classic Cars",Denmark,Kobenhavn,1468.40,638.40,830.00
2004-04-09,10238,"1969 Dodge Super Bee","Classic Cars",Denmark,Kobenhavn,2802.35,2011.05,791.30
2004-04-09,10238,"1976 Ford Gran Torino","Classic Cars",Denmark,Kobenhavn,7058.45,3601.01,3457.44
2004-04-09,10238,"1957 Corvette Convertible","Classic Cars",Denmark,Kobenhavn,5303.32,3076.92,2226.40
2004-04-09,10238,"1971 Alpine Renault 1600s","Classic Cars",Denmark,Kobenhavn,2532.36,1813.26,719.10
2004-04-09,10238,"1961 Chevrolet Impala","Classic Cars",Denmark,Kobenhavn,1494.02,711.26,782.76
2004-04-12,10239,"1969 Dodge Charger","Classic Cars",Finland,Oulu,2103.99,1233.33,870.66
2004-04-12,10239,"1948 Porsche 356-A Roadster","Classic Cars",Finland,Oulu,3223.22,2479.40,743.82
2004-04-12,10239,"1992 Ferrari 360 Spider red","Classic Cars",Finland,Oulu,6367.09,3661.30,2705.79
2004-04-12,10239,"1982 Lamborghini Diablo","Classic Cars",Finland,Oulu,649.40,324.80,324.60
2004-04-12,10239,"1956 Porsche 356A Coupe","Classic Cars",Finland,Oulu,3868.89,2850.70,1018.19
2004-04-13,10240,"1993 Mazda RX-7","Classic Cars",Japan,Kita-ku,5164.77,3423.91,1740.86
2004-04-13,10240,"1995 Honda Civic","Classic Cars",Japan,Kita-ku,5052.72,3473.93,1578.79
2004-04-13,10240,"1948 Porsche Type 356 Roadster","Classic Cars",Japan,Kita-ku,4966.14,2299.92,2666.22
2004-04-13,10241,"1965 Aston Martin DB5","Classic Cars",France,Strasbourg,2508.66,1385.16,1123.50
2004-04-13,10241,"1917 Grand Touring Sedan","Vintage Cars",France,Strasbourg,6273.00,3554.70,2718.30
2004-04-13,10241,"1911 Ford Town Car","Vintage Cars",France,Strasbourg,1838.10,1098.90,739.20
2004-04-13,10241,"1999 Indy 500 Monte Carlo SS","Classic Cars",France,Strasbourg,5575.68,2497.44,3078.24
2004-04-13,10241,"1932 Alfa Romeo 8C2300 Spider Sport","Vintage Cars",France,Strasbourg,3247.02,1816.92,1430.10
2004-04-13,10241,"1957 Ford Thunderbird","Classic Cars",France,Strasbourg,1881.60,1026.30,855.30
2004-04-13,10241,"1970 Chevy Chevelle SS 454","Classic Cars",France,Strasbourg,1584.44,1083.28,501.16
2004-04-13,10241,"1966 Shelby Cobra 427 S/C","Classic Cars",France,Strasbourg,993.09,612.78,380.31
2004-04-13,10241,"1949 Jaguar XK 120","Classic Cars",France,Strasbourg,4185.35,2220.75,1964.60
2004-04-13,10241,"1952 Citroen-15CV","Classic Cars",France,Strasbourg,3288.32,2038.96,1249.36
2004-04-13,10241,"1969 Chevrolet Camaro Z28","Classic Cars",France,Strasbourg,1802.84,1313.26,489.58
2004-04-13,10241,"2002 Chevy Corvette","Classic Cars",France,Strasbourg,2891.16,1676.97,1214.19
2004-04-20,10242,"1936 Mercedes Benz 500k Roadster","Vintage Cars",USA,NYC,1679.92,1000.50,679.42
2004-04-26,10243,"1932 Model A Ford J-Coupe","Vintage Cars",USA,Boston,5257.89,2748.56,2509.33
2004-04-26,10243,"1939 Chevrolet Deluxe Coupe","Vintage Cars",USA,Boston,1018.71,744.81,273.90
2004-04-29,10244,"1937 Lincoln Berline","Vintage Cars",Spain,Madrid,3986.40,2424.80,1561.60
2004-04-29,10244,"1936 Mercedes-Benz 500K Special Roadster","Vintage Cars",Spain,Madrid,970.40,485.20,485.20
2004-04-29,10244,"1928 Mercedes-Benz SSK","Vintage Cars",Spain,Madrid,6095.25,3120.08,2975.17
2004-04-29,10244,"1913 Ford Model T Speedster","Vintage Cars",Spain,Madrid,2613.90,1823.40,790.50
2004-04-29,10244,"1934 Ford V8 Coupe","Vintage Cars",Spain,Madrid,1319.04,824.40,494.64
2004-04-29,10244,"18th Century Vintage Horse Carriage","Vintage Cars",Spain,Madrid,2490.23,1761.46,728.77
2004-04-29,10244,"1917 Maxwell Touring Car","Vintage Cars",Spain,Madrid,3142.80,2071.44,1071.36
2004-04-29,10244,"1938 Cadillac V-16 Presidential Limousine","Vintage Cars",Spain,Madrid,1642.29,803.79,838.50
2004-04-29,10244,"1936 Chrysler Airflow","Vintage Cars",Spain,Madrid,3895.60,2298.40,1597.20
2004-05-04,10245,"1952 Alpine Renault 1300","Classic Cars",USA,"New Haven",6630.34,3351.72,3278.62
2004-05-04,10245,"1962 LanciaA Delta 16V","Classic Cars",USA,"New Haven",4136.72,2895.76,1240.96
2004-05-04,10245,"1958 Setra Bus","Trucks and Buses",USA,"New Haven",4570.26,2960.20,1610.06
2004-05-04,10245,"1940 Ford Pickup Truck","Trucks and Buses",USA,"New Haven",3315.86,1691.57,1624.29
2004-05-04,10245,"1940s Ford truck","Trucks and Buses",USA,"New Haven",2339.19,1779.96,559.23
2004-05-04,10245,"1939 Cadillac Limousine","Vintage Cars",USA,"New Haven",2196.00,1041.30,1154.70
2004-05-04,10245,"1980’s GM Manhattan Express","Trucks and Buses",USA,"New Haven",3028.82,1995.41,1033.41
2004-05-04,10245,"1996 Peterbilt 379 Stake Bed with Outrigger","Trucks and Buses",USA,"New Haven",2417.36,1478.84,938.52
2004-05-04,10245,"1982 Camaro Z28","Classic Cars",USA,"New Haven",3604.92,2047.32,1557.60
2004-05-05,10246,"1957 Chevy Pickup","Trucks and Buses",Spain,Madrid,4578.84,2562.20,2016.64
2004-05-05,10246,"1998 Chrysler Plymouth Prowler","Classic Cars",Spain,Madrid,5763.20,4060.40,1702.80
2004-05-05,10246,"1964 Mercedes Tour Bus","Trucks and Buses",Spain,Madrid,2214.08,1646.92,567.16
2004-05-05,10246,"1926 Ford Fire Engine","Trucks and Buses",Spain,Madrid,1731.90,747.60,984.30
2004-05-05,10246,"1992 Ferrari 360 Spider red","Classic Cars",Spain,Madrid,5242.68,2804.40,2438.28
2004-05-05,10246,"1970 Dodge Coronet","Classic Cars",Spain,Madrid,2034.56,1424.28,610.28
2004-05-05,10246,"1962 Volkswagen Microbus","Trucks and Buses",Spain,Madrid,3446.36,1778.86,1667.50
2004-05-05,10246,"1958 Chevy Corvette Limited Edition","Classic Cars",Spain,Madrid,1697.85,779.59,918.26
2004-05-05,10246,"1992 Porsche Cayenne Turbo Silver","Classic Cars",Spain,Madrid,4624.84,3209.88,1414.96
2004-05-05,10246,"1954 Greyhound Scenicruiser","Trucks and Buses",Spain,Madrid,1590.75,909.30,681.45
2004-05-05,10246,"Diamond T620 Semi-Skirted Tanker","Trucks and Buses",Spain,Madrid,2495.68,1502.38,993.30
2004-05-05,10247,"2001 Ferrari Enzo","Classic Cars",Finland,Espoo,8594.52,4205.96,4388.56
2004-05-05,10247,"1969 Corvair Monza","Classic Cars",Finland,Espoo,3512.50,2228.50,1284.00
2004-05-05,10247,"1969 Ford Falcon","Classic Cars",Finland,Espoo,4531.41,2242.35,2289.06
2004-05-05,10247,"1970 Triumph Spitfire","Classic Cars",Finland,Espoo,6893.76,4412.16,2481.60
2004-05-05,10247,"1950's Chicago Surface Lines Streetcar",Trains,Finland,Espoo,2336.40,1068.80,1267.60
2004-05-05,10247,"1962 City of Detroit Streetcar",Trains,Finland,Espoo,2525.95,1837.01,688.94
2004-05-07,10248,"1972 Alfa Romeo GTA","Classic Cars",USA,NYC,2529.60,1713.60,816.00
2004-05-07,10248,"1999 Yamaha Speed Boat",Ships,USA,NYC,1698.06,1083.81,614.25
2004-05-07,10248,"1903 Ford Model A","Vintage Cars",USA,NYC,4283.52,2185.60,2097.92
2004-05-07,10248,"Collectable Wooden Train",Trains,USA,NYC,4023.60,2837.52,1186.08
2004-05-07,10248,"1904 Buick Runabout","Vintage Cars",USA,NYC,3686.34,2211.72,1474.62
2004-05-07,10248,"18th century schooner",Ships,USA,NYC,5898.72,3952.32,1946.40
2004-05-07,10248,"1912 Ford Model T Delivery Wagon","Vintage Cars",USA,NYC,2575.50,1407.30,1168.20
2004-05-07,10248,"1940 Ford Delivery Sedan","Vintage Cars",USA,NYC,1909.46,1118.72,790.74
2004-05-07,10248,"The Schooner Bluenose",Ships,USA,NYC,2376.00,1224.00,1152.00
2004-05-07,10248,"The Mayflower",Ships,USA,NYC,3256.40,1732.00,1524.40
2004-05-07,10248,"The USS Constitution Ship",Ships,USA,NYC,2220.48,1087.04,1133.44
2004-05-07,10248,"The Titanic",Ships,USA,NYC,2524.20,1532.70,991.50
2004-05-07,10248,"The Queen Mary",Ships,USA,NYC,3232.60,1877.05,1355.55
2004-05-07,10248,"Pont Yacht",Ships,USA,NYC,1230.73,765.90,464.83
2004-05-08,10249,"1941 Chevrolet Special Deluxe Cabriolet","Vintage Cars",USA,Cambridge,4090.78,2970.68,1120.10
2004-05-08,10249,"1900s Vintage Bi-Plane",Planes,USA,Cambridge,1096.20,685.00,411.20
2004-05-08,10249,"1937 Horch 930V Limousine","Vintage Cars",USA,Cambridge,1643.75,657.50,986.25
2004-05-08,10249,"HMS Bounty",Ships,USA,Cambridge,3439.60,1593.20,1846.40
2004-05-08,10249,"Boeing X-32A JSF",Planes,USA,Cambridge,1573.12,1048.64,524.48
2004-05-11,10250,"1980s Black Hawk Helicopter",Planes,USA,"San Jose",6670.35,3477.15,3193.20
2004-05-11,10250,"P-51-D Mustang",Planes,USA,"San Jose",2280.96,1323.00,957.96
2004-05-11,10250,"1928 British Royal Navy Airplane",Planes,USA,"San Jose",2951.20,2068.94,882.26
2004-05-11,10250,"1960 BSA Gold Star DBD34",Motorcycles,USA,"San Jose",2023.04,1194.24,828.80
2004-05-11,10250,"Corsair F4U ( Bird Cage)",Planes,USA,"San Jose",2456.80,1173.60,1283.20
2004-05-11,10250,"1900s Vintage Tri-Plane",Planes,USA,"San Jose",2680.65,1340.51,1340.14
2004-05-11,10250,"1997 BMW F650 ST",Motorcycles,USA,"San Jose",3096.59,2074.52,1022.07
2004-05-11,10250,"1928 Ford Phaeton Deluxe","Vintage Cars",USA,"San Jose",3130.00,1651.00,1479.00
2004-05-11,10250,"1930 Buick Marquette Phaeton","Vintage Cars",USA,"San Jose",1319.76,974.16,345.60
2004-05-11,10250,"American Airlines: B767-300",Planes,USA,"San Jose",2831.54,1585.65,1245.89
2004-05-11,10250,"America West Airlines B757-200",Planes,USA,"San Jose",3176.25,2408.00,768.25
2004-05-11,10250,"ATA: B757-300",Planes,USA,"San Jose",4333.12,2610.52,1722.60
2004-05-11,10250,"F/A 18 Hornet 1/72",Planes,USA,"San Jose",3344.00,2393.60,950.40
2004-05-11,10250,"American Airlines: MD-11S",Planes,USA,"San Jose",2503.82,1378.26,1125.56
2004-05-18,10251,"1969 Harley Davidson Ultimate Chopper",Motorcycles,USA,Newark,5533.61,2879.79,2653.82
2004-05-18,10251,"1996 Moto Guzzi 1100i",Motorcycles,USA,Newark,5076.28,3035.56,2040.72
2004-05-18,10251,"2003 Harley-Davidson Eagle Drag Bike",Motorcycles,USA,Newark,7411.48,3913.86,3497.62
2004-05-18,10251,"2002 Suzuki XREO",Motorcycles,USA,Newark,5958.38,3048.42,2909.96
2004-05-18,10251,"1936 Harley Davidson El Knucklehead",Motorcycles,USA,Newark,2558.60,1066.12,1492.48
2004-05-18,10251,"1997 BMW R 1100 S",Motorcycles,USA,Newark,4564.50,3043.00,1521.50
2004-05-26,10252,"1969 Dodge Super Bee","Classic Cars",France,Paris,1495.60,981.00,514.60
2004-05-26,10252,"1976 Ford Gran Torino","Classic Cars",France,Paris,5966.32,3013.09,2953.23
2004-05-26,10252,"1957 Vespa GS150",Motorcycles,France,Paris,1561.16,1021.45,539.71
2004-05-26,10252,"1957 Corvette Convertible","Classic Cars",France,Paris,3327.22,1818.18,1509.04
2004-05-26,10252,"1982 Ducati 900 Monster",Motorcycles,France,Paris,2962.41,2213.70,748.71
2004-05-26,10252,"1961 Chevrolet Impala","Classic Cars",France,Paris,2641.76,1228.54,1413.22
2004-05-26,10252,"1982 Ducati 996 R",Motorcycles,France,Paris,1303.56,869.04,434.52
2004-05-26,10252,"1974 Ducati 350 Mk3 Desmo",Motorcycles,France,Paris,2347.25,1403.25,944.00
2004-05-26,10252,"2002 Yamaha YZR M1",Motorcycles,France,Paris,3475.68,1640.16,1835.52
2004-06-01,10253,"1968 Ford Mustang","Classic Cars",UK,Liverpool,3782.40,2288.16,1494.24
2004-06-01,10253,"1968 Dodge Charger","Classic Cars",UK,Liverpool,2247.74,1653.52,594.22
2004-06-01,10253,"1970 Plymouth Hemi Cuda","Classic Cars",UK,Liverpool,1675.75,798.00,877.75
2004-06-01,10253,"1969 Dodge Charger","Classic Cars",UK,Liverpool,4485.40,2407.93,2077.47
2004-06-01,10253,"1993 Mazda RX-7","Classic Cars",UK,Liverpool,3385.72,2171.26,1214.46
2004-06-01,10253,"1965 Aston Martin DB5","Classic Cars",UK,Liverpool,2478.96,1583.04,895.92
2004-06-01,10253,"1948 Porsche 356-A Roadster","Classic Cars",UK,Liverpool,1558.48,1239.70,318.78
2004-06-01,10253,"1995 Honda Civic","Classic Cars",UK,Liverpool,4318.71,3098.37,1220.34
2004-06-01,10253,"1999 Indy 500 Monte Carlo SS","Classic Cars",UK,Liverpool,4249.08,2100.12,2148.96
2004-06-01,10253,"1992 Ferrari 360 Spider red","Classic Cars",UK,Liverpool,5825.20,3116.00,2709.20
2004-06-01,10253,"1948 Porsche Type 356 Roadster","Classic Cars",UK,Liverpool,4335.97,1926.96,2409.01
2004-06-01,10253,"1982 Lamborghini Diablo","Classic Cars",UK,Liverpool,1389.60,649.60,740.00
2004-06-01,10253,"1971 Alpine Renault 1600s","Classic Cars",UK,Liverpool,1219.68,925.92,293.76
2004-06-01,10253,"1956 Porsche 356A Coupe","Classic Cars",UK,Liverpool,4490.85,3833.70,657.15
2004-06-03,10254,"1917 Grand Touring Sedan","Vintage Cars","New Zealand","Auckland  ",6747.30,4248.30,2499.00
2004-06-03,10254,"1911 Ford Town Car","Vintage Cars","New Zealand","Auckland  ",1983.24,1198.80,784.44
2004-06-03,10254,"1932 Model A Ford J-Coupe","Vintage Cars","New Zealand","Auckland  ",4222.18,2397.68,1824.50
2004-06-03,10254,"1932 Alfa Romeo 8C2300 Spider Sport","Vintage Cars","New Zealand","Auckland  ",2753.66,1470.84,1282.82
2004-06-03,10254,"1957 Ford Thunderbird","Classic Cars","New Zealand","Auckland  ",1796.10,1026.30,769.80
2004-06-03,10254,"1970 Chevy Chevelle SS 454","Classic Cars","New Zealand","Auckland  ",2273.92,1674.16,599.76
2004-06-03,10254,"1966 Shelby Cobra 427 S/C","Classic Cars","New Zealand","Auckland  ",1384.64,933.76,450.88
2004-06-03,10254,"1939 Chevrolet Deluxe Coupe","Vintage Cars","New Zealand","Auckland  ",1097.44,857.66,239.78
2004-06-03,10254,"1949 Jaguar XK 120","Classic Cars","New Zealand","Auckland  ",2648.02,1464.75,1183.27
2004-06-03,10254,"1952 Citroen-15CV","Classic Cars","New Zealand","Auckland  ",3681.81,2403.06,1278.75
2004-06-03,10254,"1969 Chevrolet Camaro Z28","Classic Cars","New Zealand","Auckland  ",2912.28,2121.42,790.86
2004-06-03,10254,"2002 Chevy Corvette","Classic Cars","New Zealand","Auckland  ",4984.77,3043.39,1941.38
2004-06-03,10254,"1936 Mercedes Benz 500k Roadster","Vintage Cars","New Zealand","Auckland  ",796.00,435.00,361.00
2004-06-04,10255,"1928 Mercedes-Benz SSK","Vintage Cars",France,Strasbourg,3240.00,1741.44,1498.56
2004-06-04,10255,"1938 Cadillac V-16 Presidential Limousine","Vintage Cars",France,Strasbourg,1392.31,762.57,629.74
2004-06-08,10256,"1937 Lincoln Berline","Vintage Cars",Denmark,Kobenhavn,3178.66,2061.08,1117.58
2004-06-08,10256,"1936 Mercedes-Benz 500K Special Roadster","Vintage Cars",Denmark,Kobenhavn,1532.07,703.54,828.53
2004-06-14,10257,"1913 Ford Model T Speedster","Vintage Cars",USA,"San Jose",4609.50,3039.00,1570.50
2004-06-14,10257,"1934 Ford V8 Coupe","Vintage Cars",USA,"San Jose",2907.66,1683.15,1224.51
2004-06-14,10257,"18th Century Vintage Horse Carriage","Vintage Cars",USA,"San Jose",3099.86,2247.38,852.48
2004-06-14,10257,"1917 Maxwell Touring Car","Vintage Cars",USA,"San Jose",2373.02,1496.04,876.98
2004-06-14,10257,"1936 Chrysler Airflow","Vintage Cars",USA,"San Jose",3763.26,2643.16,1120.10
2004-06-15,10258,"1952 Alpine Renault 1300","Classic Cars",Japan,Minato-ku,5691.84,3154.56,2537.28
2004-06-15,10258,"1958 Setra Bus","Trucks and Buses",Japan,Minato-ku,5491.54,3193.90,2297.64
2004-06-15,10258,"1940 Ford Pickup Truck","Trucks and Buses",Japan,Minato-ku,4639.97,2391.53,2248.44
2004-06-15,10258,"1939 Cadillac Limousine","Vintage Cars",Japan,Minato-ku,1046.01,485.94,560.07
2004-06-15,10258,"1996 Peterbilt 379 Stake Bed with Outrigger","Trucks and Buses",Japan,Minato-ku,1254.00,672.20,581.80
2004-06-15,10258,"1982 Camaro Z28","Classic Cars",Japan,Minato-ku,3914.55,2093.85,1820.70
2004-06-15,10259,"1962 LanciaA Delta 16V","Classic Cars",Singapore,Singapore,3149.90,2688.92,460.98
2004-06-15,10259,"1957 Chevy Pickup","Trucks and Buses",Singapore,Singapore,5396.72,2562.20,2834.52
2004-06-15,10259,"1998 Chrysler Plymouth Prowler","Classic Cars",Singapore,Singapore,4027.80,3045.30,982.50
2004-06-15,10259,"1964 Mercedes Tour Bus","Trucks and Buses",Singapore,Singapore,4089.52,2545.24,1544.28
2004-06-15,10259,"1926 Ford Fire Engine","Trucks and Buses",Singapore,Singapore,1786.50,747.60,1038.90
2004-06-15,10259,"1992 Ferrari 360 Spider red","Classic Cars",Singapore,Singapore,4115.07,2103.30,2011.77
2004-06-15,10259,"1940s Ford truck","Trucks and Buses",Singapore,Singapore,4418.16,3475.16,943.00
2004-06-15,10259,"1970 Dodge Coronet","Classic Cars",Singapore,Singapore,1310.96,906.36,404.60
2004-06-15,10259,"1962 Volkswagen Microbus","Trucks and Buses",Singapore,Singapore,5705.80,2882.98,2822.82
2004-06-15,10259,"1958 Chevy Corvette Limited Edition","Classic Cars",Singapore,Singapore,975.57,493.21,482.36
2004-06-15,10259,"1980’s GM Manhattan Express","Trucks and Buses",Singapore,Singapore,4290.75,2426.85,1863.90
2004-06-15,10259,"1954 Greyhound Scenicruiser","Trucks and Buses",Singapore,Singapore,1839.60,1039.20,800.40
2004-06-15,10259,"Diamond T620 Semi-Skirted Tanker","Trucks and Buses",Singapore,Singapore,3054.57,1980.41,1074.16
2004-06-16,10260,"2001 Ferrari Enzo","Classic Cars","New Zealand",Auckland,8316.34,4397.14,3919.20
2004-06-16,10260,"1969 Corvair Monza","Classic Cars","New Zealand",Auckland,4215.00,2674.20,1540.80
2004-06-16,10260,"1969 Ford Falcon","Classic Cars","New Zealand",Auckland,7460.64,3654.20,3806.44
2004-06-16,10260,"1903 Ford Model A","Vintage Cars","New Zealand",Auckland,3890.24,2185.60,1704.64
2004-06-16,10260,"Collectable Wooden Train",Trains,"New Zealand",Auckland,2690.33,1959.24,731.09
2004-06-16,10260,"1970 Triumph Spitfire","Classic Cars","New Zealand",Auckland,3171.24,2114.16,1057.08
2004-06-16,10260,"1992 Porsche Cayenne Turbo Silver","Classic Cars","New Zealand",Auckland,2693.30,1604.94,1088.36
2004-06-16,10260,"1950's Chicago Surface Lines Streetcar",Trains,"New Zealand",Auckland,1493.10,721.44,771.66
2004-06-16,10260,"1962 City of Detroit Streetcar",Trains,"New Zealand",Auckland,1181.04,787.29,393.75
2004-06-16,10260,"The Mayflower",Ships,"New Zealand",Auckland,2658.15,1428.90,1229.25
2004-06-17,10261,"1972 Alfa Romeo GTA","Classic Cars",Canada,Montréal,3157.92,2313.36,844.56
2004-06-17,10261,"1904 Buick Runabout","Vintage Cars",Canada,Montréal,1615.00,1053.20,561.80
2004-06-17,10261,"18th century schooner",Ships,Canada,Montréal,3804.84,2964.24,840.60
2004-06-17,10261,"1912 Ford Model T Delivery Wagon","Vintage Cars",Canada,Montréal,1752.52,1032.02,720.50
2004-06-17,10261,"The Schooner Bluenose",Ships,Canada,Montréal,2176.00,1156.00,1020.00
2004-06-17,10261,"The USS Constitution Ship",Ships,Canada,Montréal,2576.20,1494.68,1081.52
2004-06-17,10261,"The Titanic",Ships,Canada,Montréal,2228.75,1277.25,951.50
2004-06-17,10261,"The Queen Mary",Ships,Canada,Montréal,4419.50,2681.50,1738.00
2004-06-17,10261,"Pont Yacht",Ships,Canada,Montréal,1266.72,965.70,301.02
2004-06-24,10262,"1980s Black Hawk Helicopter",Planes,Spain,Madrid,7726.81,3786.23,3940.58
2004-06-24,10262,"1999 Yamaha Speed Boat",Ships,Spain,Madrid,2615.04,1651.52,963.52
2004-06-24,10262,"1941 Chevrolet Special Deluxe Cabriolet","Vintage Cars",Spain,Madrid,2915.50,2195.72,719.78
2004-06-24,10262,"1928 British Royal Navy Airplane",Planes,Spain,Madrid,3348.32,2269.16,1079.16
2004-06-24,10262,"1900s Vintage Bi-Plane",Planes,Spain,Madrid,1529.04,822.00,707.04
2004-06-24,10262,"1937 Horch 930V Limousine","Vintage Cars",Spain,Madrid,3024.50,1209.80,1814.70
2004-06-24,10262,"1940 Ford Delivery Sedan","Vintage Cars",Spain,Madrid,4026.82,2383.36,1643.46
2004-06-24,10262,"Corsair F4U ( Bird Cage)",Planes,Spain,Madrid,2817.12,1408.32,1408.80
2004-06-24,10262,"1928 Ford Phaeton Deluxe","Vintage Cars",Spain,Madrid,2558.80,1320.80,1238.00
2004-06-24,10262,"1930 Buick Marquette Phaeton","Vintage Cars",Spain,Madrid,1753.22,1325.94,427.28
2004-06-24,10262,"American Airlines: B767-300",Planes,Spain,Madrid,3507.60,2046.00,1461.60
2004-06-24,10262,"HMS Bounty",Ships,Spain,Madrid,3664.32,1752.52,1911.80
2004-06-24,10262,"America West Airlines B757-200",Planes,Spain,Madrid,2698.41,2270.40,428.01
2004-06-24,10262,"F/A 18 Hornet 1/72",Planes,Spain,Madrid,1749.60,1468.80,280.80
2004-06-24,10262,"American Airlines: MD-11S",Planes,Spain,Madrid,2254.35,1269.45,984.90
2004-06-24,10262,"Boeing X-32A JSF",Planes,Spain,Madrid,875.91,688.17,187.74
2004-06-28,10263,"1969 Harley Davidson Ultimate Chopper",Motorcycles,USA,Bridgewater,3026.00,1659.54,1366.46
2004-06-28,10263,"1996 Moto Guzzi 1100i",Motorcycles,USA,Bridgewater,4282.00,2759.60,1522.40
2004-06-28,10263,"2003 Harley-Davidson Eagle Drag Bike",Motorcycles,USA,Bridgewater,7940.06,3731.82,4208.24
2004-06-28,10263,"2002 Suzuki XREO",Motorcycles,USA,Bridgewater,5928.48,3180.96,2747.52
2004-06-28,10263,"P-51-D Mustang",Planes,USA,Bridgewater,2230.14,1617.00,613.14
2004-06-28,10263,"1936 Harley Davidson El Knucklehead",Motorcycles,USA,Bridgewater,1709.18,823.82,885.36
2004-06-28,10263,"1997 BMW R 1100 S",Motorcycles,USA,Bridgewater,4591.44,2556.12,2035.32
2004-06-28,10263,"1960 BSA Gold Star DBD34",Motorcycles,USA,Bridgewater,2480.11,1380.84,1099.27
2004-06-28,10263,"1900s Vintage Tri-Plane",Planes,USA,Bridgewater,1425.84,869.52,556.32
2004-06-28,10263,"1997 BMW F650 ST",Motorcycles,USA,Bridgewater,2910.90,2074.52,836.38
2004-06-28,10263,"ATA: B757-300",Planes,USA,Bridgewater,5520.62,2788.51,2732.11
2004-06-30,10264,"1957 Vespa GS150",Motorcycles,USA,Boston,2805.12,1581.60,1223.52
2004-06-30,10264,"1957 Corvette Convertible","Classic Cars",USA,Boston,2499.80,1398.60,1101.20
2004-06-30,10264,"1982 Ducati 900 Monster",Motorcycles,USA,Boston,2280.68,1742.70,537.98
2004-06-30,10264,"1961 Chevrolet Impala","Classic Cars",USA,Boston,3533.46,1519.51,2013.95
2004-06-30,10264,"1982 Ducati 996 R",Motorcycles,USA,Boston,780.40,482.80,297.60
2004-06-30,10264,"1974 Ducati 350 Mk3 Desmo",Motorcycles,USA,Boston,3400.34,1908.42,1491.92
2004-06-30,10264,"2002 Yamaha YZR M1",Motorcycles,USA,Boston,3173.91,1605.99,1567.92
2004-07-02,10265,"1969 Dodge Super Bee","Classic Cars",Australia,"Glen Waverly",3365.10,2207.25,1157.85
2004-07-02,10265,"1976 Ford Gran Torino","Classic Cars",Australia,"Glen Waverly",6050.03,3601.01,2449.02
2004-07-06,10266,"1968 Ford Mustang","Classic Cars",Italy,"Reggio Emilia",8304.12,4194.96,4109.16
2004-07-06,10266,"1968 Dodge Charger","Classic Cars",Italy,"Reggio Emilia",2428.58,1653.52,775.06
2004-07-06,10266,"1970 Plymouth Hemi Cuda","Classic Cars",Italy,"Reggio Emilia",2374.05,1117.20,1256.85
2004-07-06,10266,"1969 Dodge Charger","Classic Cars",Italy,"Reggio Emilia",4514.40,2349.20,2165.20
2004-07-06,10266,"1993 Mazda RX-7","Classic Cars",Italy,"Reggio Emilia",2764.23,1753.71,1010.52
2004-07-06,10266,"1965 Aston Martin DB5","Classic Cars",Italy,"Reggio Emilia",3583.80,2374.56,1209.24
2004-07-06,10266,"1948 Porsche 356-A Roadster","Classic Cars",Italy,"Reggio Emilia",2541.00,1778.70,762.30
2004-07-06,10266,"1995 Honda Civic","Classic Cars",Italy,"Reggio Emilia",6831.09,4600.61,2230.48
2004-07-06,10266,"1999 Indy 500 Monte Carlo SS","Classic Cars",Italy,"Reggio Emilia",2270.40,1135.20,1135.20
2004-07-06,10266,"1992 Ferrari 360 Spider red","Classic Cars",Italy,"Reggio Emilia",3977.93,2259.10,1718.83
